name,footprint,Easternmost_longitude,Maximum_latitude,Minimum_latitude,Westernmost_longitude
FRT000027B2_07_IF167L_TRR3,Polygon 54.497 54.942 54.822 54.921 54.929 54.913 54.867 54.859 54.831 54.796 54.819 54.696 54.816 5
4.529 54.614 54.545 54.513 54.552 54.412 54.56 54.461 54.723 54.487 54.821 54.496 54.885 54.497 54.942 4.497 54.942,54.929,54.9
42,54.529,54.412
FRT000027B2_07_IF167S_TRR3,Polygon 54.499 54.941 54.609 54.935 54.718 54.928 54.828 54.92 54.936 54.913 54.873 54.858 54.837 54
.795 54.825 54.695 54.823 54.529 54.721 54.536 54.415 54.56 54.463 54.723 54.489 54.821 54.498 54.885 54.499 54.941 4.499 54.94
1,54.936,54.941,54.529,54.415
FRT000027E2_07_IF164L_TRR3,Polygon -80.385 -7.752 -80.437 -7.759 -80.489 -7.767 -80.541 -7.774 -80.592 -7.782 -80.587 -7.732 -8
0.587 -7.691 -80.597 -7.636 -80.618 -7.548 -80.565 -7.546 -80.512 -7.545 -80.459 -7.541 -80.406 -7.535 -80.412 -7.62 -80.413 -7
.671 -80.405 -7.709 -80.385 -7.752 80.385 -7.752,279.615,-7.535,-7.782,279.382
FRT000027E2_07_IF164S_TRR3,Polygon -80.386 -7.753 -80.439 -7.76 -80.491 -7.768 -80.544 -7.775 -80.596 -7.783 -80.59 -7.733 -80.
59 -7.692 -80.6 -7.637 -80.622 -7.55 -80.568 -7.546 -80.514 -7.546 -80.461 -7.542 -80.407 -7.536 -80.413 -7.62 -80.414 -7.671 -
80.405 -7.71 -80.386 -7.753 80.386 -7.753,279.614,-7.536,-7.783,279.378
